Swimming Men's 100 Yard Backstroke,8
Swimming Men's 440 Yard Breaststroke,8
"Art Competitions Mixed Literature, Epic Works",13
Art Competitions Mixed Architecture,13
"Athletics Men's 3,500 metres Walk",6
Roque Men's Singles,62
Gymnastics Men's Side Horse,12
Alpinism Mixed Alpinism,63
Archery Men's Double American Round,36
Archery Men's Team Round,36
"Archery Men's Target Archery, 33 metres, Individual",36
"Archery Men's Target Archery, 50 metres, Individual",36
"Swimming Men's 1,000 metres Freestyle",8
Athletics Men's 10 mile Walk,6
"Athletics Men's Discus Throw, Both Hands",6
Golf Men's Team,34
Sailing Mixed 0-0.5 Ton,10
Sailing Mixed 20+ Ton,10
Cycling Women's Team Sprint,28
"Weightlifting Men's Unlimited, Two Hands",16
"Shooting Men's Free Pistol, 25 metres",25
"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",25
"Shooting Men's Military Revolver, 20 metres",25
Shooting Men's Dueling Pistol Au Vise 20 metres,25
"Shooting Men's Dueling Pistol Au Commandement, 25 metres",25
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",25
Sailing Mixed 6.5 metres,10
Athletics Men's 200 metres Hurdles,6
Athletics Men's 56-pound Weight Throw,6
Equestrianism Mixed Four-In-Hand Competition,24
"Athletics Men's 2,500 metres Steeplechase",6
"Art Competitions Mixed Music, Unknown Event",13
Athletics Men's All-Around Championship,6
"Archery Men's Pole Archery, Small Birds, Individual",36
"Archery Men's Pole Archery, Large Birds, Individual",36
"Archery Men's Pole Archery, Small Birds, Team",36
"Archery Men's Pole Archery, Large Birds, Team",36
"Athletics Men's 2,590 metres Steeplechase",6
Archery Women's Double Columbia Round,36
"Athletics Men's 4 mile, Team",6
Figure Skating Men's Special Figures,33
"Shooting Men's Military Rifle, Standing, 300 metres",25
Swimming Men's 50 yard Freestyle,8
Swimming Men's 100 yard Freestyle,8
Swimming Men's 440 yard Freestyle,8
Basque Pelota Men's Two-Man Teams With Cesta,64
"Shooting Men's Trap, Single Shot, 16 metres",25
"Shooting Men's Trap, Double Shot, 14 metres",25
Equestrianism Mixed Long Jump,24
"Canoeing Men's Folding Kayak Singles, 10 kilometres",30
"Shooting Men's Free Pistol, 30 metres",25
"Shooting Men's Military Pistol, 25 metres",25
Swimming Men's 100 metres Freestyle For Sailors,8
Archery Men's Sur La Perche a La Herse,36
Sailing Mixed 3-10 Ton,10
"Gymnastics Men's Individual All-Around, 4 Events",12
"Wrestling Men's Unlimited Class, Greco-Roman",17
Motorboating Mixed B-Class (Under 60 Feet),58
Motorboating Mixed C-Class,58
"Cycling Men's 10,000 metres",28
"Art Competitions Mixed Sculpturing, Reliefs",13
"Shooting Men's Muzzle-Loading Pistol, 25 metres",25
Equestrianism Mixed High Jump,24
Archery Men's Sur La Perche a La Pyramide,36
"Fencing Men's Single Sticks, Individual",23
Gymnastics Men's Tumbling,12
Shooting Men's Unknown Event,25
Sailing Mixed 18 foot,10
Archery Men's Unknown Event,36
"Archery Men's Au Chapelet, 50 metres",36
Archery Men's Championnat Du Monde,36
Archery Women's Team Round,36
"Wrestling Men's All-Around, Greco-Roman",17
Cycling Men's 12-Hours Race,28
Swimming Men's 500 metres Freestyle,8
Weightlifting Men's All-Around Dumbbell Contest,16
"Archery Men's Au Chapelet, 33 metres",36
"Archery Men's Au Cordon Dore, 33 metres",36
"Archery Men's Target Archery, 28 metres, Individual",36
Aeronautics Mixed Aeronautics,65
