M,21,187,81
M,23,186,100
M,27,186,100
M,25,189,105
M,20,162,60
M,20,202,105
M,22,190,80
M,23,180,71
M,27,178,79
M,25,187,83
M,29,187,83
M,27,172,70
F,23,162,54
M,24,182,82
M,33,182,82
F,20,183,85
F,24,183,85
M,24,175,95
M,19,173,71
M,23,173,71
M,49,NA,NA
M,35,175,80
M,38,175,80
M,18,169,61
M,30,154,64
M,32,175,82
M,31,175,73
M,30,187,77
M,22,179,78
M,21,173,80
M,25,173,80
M,26,190,83
M,29,184,77
M,33,184,77
M,20,187,87
F,18,160,52
M,47,NA,NA
F,22,173,62
F,24,173,62
F,28,173,62
M,25,176,74
M,29,176,74
M,26,171,69.5
M,30,171,69.5
F,32,172,68
M,23,175,71
M,23,190,80
F,14,172,72
M,25,173,64
M,29,173,64
F,29,163,54
M,26,177,70
F,16,165,54
M,23,180,79
F,19,NA,NA
M,22,188,78
M,27,183,67
F,20,173,65
F,24,173,65
M,30,188,79
M,38,177,70
M,24,178,95
F,37,NA,NA
M,22,167,75
M,29,178,64
M,27,189,70
M,31,189,70
M,35,189,70
M,23,194,87
F,26,174,73
F,38,169,68
M,21,178,78
M,25,178,78
M,29,178,78
M,21,NA,81
F,29,164,51
F,33,164,51
F,25,171,59
M,24,185,98
M,39,163,93
M,43,163,93
M,46,163,93
M,50,163,93
M,27,188,78
F,26,188,81
M,20,170,56
M,17,188,85
F,24,164,69
M,23,172,67
M,27,172,67
M,19,198,93
F,19,193,120
F,23,193,120
F,27,193,120
F,31,193,120
M,22,181,84
M,20,179,74
M,25,189,87
M,29,189,87
M,23,171,58
M,22,177,68
M,26,177,72
M,30,177,72
M,27,183,74
M,25,171,65
M,23,170,81
M,23,185,94
M,25,166,57
F,23,160,49
M,20,165,59
M,28,165,59
F,24,180,75
M,24,183,NA
M,27,183,80
F,20,178,72
F,25,167,NA
M,26,168,55
M,28,179,70
F,20,NA,NA
F,27,NA,NA
F,39,NA,NA
M,37,181,70
M,22,195,115
M,28,164,56
M,23,170,65
M,21,177,75
M,24,182,81
M,17,180,79
M,21,180,79
M,27,170,67
M,31,170,67
M,23,191,76
M,23,178,70
M,28,183,75
M,32,183,75
M,23,188,88
M,27,188,88
F,20,161,58
F,24,161,58
F,32,161,58
M,19,185,75
M,23,185,75
M,25,185,75
M,29,185,75
F,23,170,60
M,29,162,92
M,22,181,82
M,27,181,66
M,24,186,77
M,30,NA,67
F,23,166,63
M,26,140,48
M,30,140,48
F,22,169,53
F,17,163,52
F,22,163,52
F,25,163,52
M,33,213,135
M,38,185,90
M,19,190,80
M,22,177,70
M,17,178,65
F,19,175,67
M,18,168,58
M,22,168,58
M,28,177,85
M,24,202,91
M,24,179,74
M,28,179,74
M,21,180,47
M,23,178,75
M,27,178,75
M,23,176,69
M,21,180,68
M,26,180,68
M,19,186,78
M,22,186,78
M,26,186,78
F,23,165,58
F,25,187,65
F,29,187,65
M,24,177,70
M,28,177,70
F,27,162,65
M,31,166,60
F,22,170,50
F,27,170,50
F,35,170,50
F,30,NA,NA
M,22,174,71
M,24,162,65
M,28,162,65
M,22,173,74
M,31,163,69
M,25,174,NA
M,20,176,74
F,25,153,52
M,23,168,66
F,16,168,58
M,17,177,73
M,21,176,65
M,26,176,65
M,20,195,88
M,28,195,88
M,32,195,88
M,21,185,63
F,19,165,58
M,28,NA,53
M,32,NA,53
M,23,180,70
M,26,180,70
M,31,180,70
F,23,165,65
M,27,190,110
M,NA,168,56
M,28,175,80
M,22,188,80
M,26,188,80
M,20,186,80
M,24,186,80
M,28,186,80
M,26,180,72
M,30,180,72
M,34,180,72
M,23,172,62
F,28,NA,NA
F,18,162,56
M,20,182,77
F,17,153,38
F,15,NA,NA
M,41,177,70
F,19,179,70
F,23,179,70
F,22,177,62
F,29,177,62
M,23,194,82
M,NA,174,62
F,21,165,53
M,25,177,65
F,34,NA,NA
M,25,173,81
M,NA,168,77.5
M,20,173,61
M,24,168,59
F,20,165,56
M,21,182,72
M,22,183,81
M,26,183,81
M,23,180,77
M,27,180,77
M,25,180,74
M,26,202,100
M,20,170,69
F,16,162,56
F,20,162,56
M,22,204,100
M,31,182,93
M,34,192,83
M,21,187,77
M,23,180,64
M,23,160,51
M,23,190,91
M,27,190,91
M,22,160,55
M,28,167,68
M,53,NA,NA
M,19,198,100
M,23,198,100
M,27,198,100
F,22,168,57
F,33,151,52
F,37,151,52
F,21,180,61
F,25,180,61
F,29,180,61
M,35,176,120
M,47,176,120
M,29,185,95
M,33,185,95
M,37,185,95
F,21,170,65
F,25,170,65
F,29,170,65
F,33,170,65
F,37,170,65
F,23,180,96
F,32,180,96
F,36,180,96
M,30,189,87
M,21,173,72
M,25,173,65
M,19,170,66
F,24,165,64
M,24,185,82
M,20,190,82
M,24,190,82
M,27,154,52
F,20,160,55
F,26,192,65
M,23,175,69
M,27,175,69
M,28,190,90
F,24,170,59
M,30,180,98
F,22,170,58
M,24,186,85
M,28,186,85
M,27,180,95
M,24,189,82
M,29,169,NA
M,24,181,93
M,24,175,75
M,19,191,86
M,23,191,86
M,20,177,80
F,37,162,51
M,33,182,68
F,28,182,64
F,21,166,50
F,25,166,50
F,31,173,64
M,34,186,86
M,23,NA,74
M,27,NA,74
M,35,NA,74
M,44,NA,NA
M,25,188,82
M,19,175,68
M,30,187,80
M,23,175,79
F,16,158,48
F,20,158,48
F,30,164,56
M,26,175,74
M,19,182,70
M,23,182,70
M,20,169,54
M,21,186,74
M,26,187,87
M,18,180,82
F,18,168,58
M,28,194,92
F,19,163,54
M,22,183,88
M,26,183,88
M,30,183,88
M,27,184,77
F,17,162,60
F,20,180,62
F,24,180,62
M,24,189,67
M,21,190,85
M,25,176,80
F,25,171,62
F,22,178,70
M,28,175,75
F,20,165,52
M,19,194,103
M,23,194,103
M,27,194,103
M,31,194,103
M,35,194,103
M,20,188,88
M,24,188,88
M,28,188,88
M,32,188,88
M,37,172,69
M,25,169,78
M,21,184,69
M,25,173,76
M,27,193,104
F,16,148,40
M,21,190,86
M,25,190,86
M,29,190,86
F,23,171,NA
F,16,160,50
M,21,193,82
M,24,187,93
M,27,187,93
M,31,187,93
M,35,187,93
F,20,158,51
F,24,173,59
F,28,173,59
M,34,181,76
F,25,170,55
M,28,182,72
M,31,195,96
M,19,180,72
M,22,186,96
M,24,168,62
M,23,178,73
M,31,178,73
M,27,179,74
M,27,159,54
M,29,185,80
F,23,164,66
M,24,193,97
M,32,193,97
F,19,167,66
M,22,184,66
M,39,163,61
M,47,163,61
M,24,166,72
M,23,170,66
M,31,180,79
M,22,NA,60
F,23,163,55
F,27,163,55
M,25,180,69
F,21,172,NA
F,21,168,NA
M,20,184,80
M,24,184,80
M,28,184,80
M,21,167,55
F,18,170,67
M,23,175,66
M,29,180,74
M,26,186,90
M,22,176,82
M,18,194,78
M,17,187,78
M,21,187,78
M,28,177,84
M,18,173,75
M,20,160,51
M,21,193,75
M,27,190,83
F,25,177,63
F,29,177,63
M,27,171,70
F,22,170,61
F,26,170,61
F,30,170,61
M,18,168,65
F,21,172,58
F,29,172,58
F,33,172,58
M,22,171,62
M,20,175,75
M,20,202,90
M,24,202,90
M,20,165,64
M,27,182,82
M,32,175,79
M,36,173,60
F,18,168,67
F,23,168,67
F,26,168,67
M,23,174,64
M,27,174,64
M,28,173,68
M,21,171,66
M,21,184,84
M,18,NA,51
M,24,178,75
M,28,178,75
M,31,179,64
F,27,164,62
M,19,170,NA
M,23,170,NA
M,39,170,NA
M,26,194,78
M,24,168,70
F,21,178,76
M,NA,168,70
M,21,191,80
F,22,166,52
F,25,176,74
M,19,181,76
M,27,181,76
M,31,181,76
F,34,175,70
F,23,173,66
M,25,195,89
M,29,195,89
M,27,173,64
F,19,179,57
M,22,170,59
M,27,189,82
F,24,163,55
M,22,NA,163
M,19,165,60
M,28,191,78
M,20,172,74
F,23,175,70
F,31,175,70
M,22,175,62
M,20,190,90
M,28,167,64
M,29,171,51
M,27,191,82
F,19,192,80
F,23,192,80
M,27,194,80
F,30,165,50
F,34,165,50
F,38,165,50
M,19,178,72
M,23,178,72
M,20,179,77
M,24,179,77
M,27,173,71
F,27,172,75
F,31,172,75
M,26,157,54
F,23,173,64
M,23,191,72
M,41,170,72
M,26,178,64
M,32,168,62
M,28,189,82
M,32,189,82
M,26,173,64
M,20,173,64
M,21,174,75
M,24,175,85
M,28,175,85
M,16,179,71
F,27,170,67
F,31,170,67
M,43,177,78
M,18,161,70
M,22,161,70
M,26,161,70
M,24,178,77
F,18,163,54
M,24,171,62
M,22,178,74
F,19,167,50
F,23,167,50
M,32,164,70
F,24,NA,NA
F,20,165,66
F,19,161,53
M,23,175,77
M,18,169,60
F,23,167,57
M,26,172,64
M,27,202,95
M,21,163,54
M,25,163,54
F,22,170,67
M,29,196,113
M,30,183,72
M,24,178,64
F,20,160,59
F,27,163,75
F,31,163,75
M,19,170,60
M,20,182,78
F,30,164,58
M,18,165,57
M,22,165,57
M,NA,175,NA
M,21,186,82
M,15,174,66
M,19,174,66
M,23,174,66
M,18,183,68
M,25,170,65
M,29,173,65
M,33,173,65
M,23,183,78
M,25,190,83
M,28,196,92
F,26,170,56
F,21,147,47
M,20,191,85
F,17,166,56
M,23,178,68
M,24,173,59
M,18,169,70
M,22,169,70
M,25,168,69
M,27,179,73
M,31,179,73
F,23,172,63
F,27,172,63
M,23,169,61
M,27,169,61
M,31,169,61
M,21,188,73
F,24,172,67
F,28,172,67
F,32,172,67
F,27,155,57
M,28,168,68
F,21,160,50
F,25,160,50
M,28,167,60
M,32,167,60
F,25,165,51
F,25,170,63
M,32,178,69
M,23,175,73
M,22,170,57
M,23,183,73
M,24,196,72
M,28,196,72
M,32,196,72
M,29,175,69
M,19,188,84
M,23,188,84
M,21,177,74
M,21,168,69.5
M,25,168,69.5
M,25,175,63
M,32,179,78
M,71,NA,NA
M,24,182,67
F,23,177,75
F,27,177,75
M,24,182,90
M,25,179,81
M,27,181,80
F,18,187,68
F,21,187,68
M,24,158,56
M,48,185,78
F,20,175,69
F,24,175,69
M,29,189,80
M,33,189,80
M,37,189,80
M,41,189,80
M,33,186,78
M,26,182,75
M,27,180,72
M,25,179,69
M,21,175,65
M,30,177,63
M,23,178,60
M,19,175,67
M,25,179,72
M,29,179,72
M,23,165,64
M,27,165,64
M,35,165,64
M,21,146,57
F,30,160,62
F,34,160,62
M,30,190,88
M,34,190,88
F,22,172,52
M,24,198,72
M,NA,175,55
M,26,181,73
M,26,174,70
M,28,170,69
M,20,189,91
M,21,162,62
M,23,169,65
M,25,171,67
F,17,150,63
M,23,192,68
M,NA,184,75
F,23,176,72
M,21,170,62
M,25,170,62
M,28,184,82
M,20,169,75
M,24,169,75
M,28,169,75
M,23,170,61
M,21,182,56
M,25,182,56
M,34,178,79
M,28,170,70
M,27,173,61
M,23,165,65
M,29,NA,98
M,27,150,70
M,30,150,70
F,20,170,57
M,20,175,61
M,23,175,61
M,27,175,61
F,18,150,42
M,21,174,73
M,25,174,57
F,23,170,53
M,20,175,65
M,18,178,70
M,20,178,70
M,22,174,77
M,29,186,91.5
M,26,181,82.5
M,20,180,63
M,27,174,68.5
M,24,178,82
M,18,189,116
M,22,189,116
M,26,189,116
M,34,189,116
M,21,174,65
M,16,184,66
M,20,184,66
M,24,184,66
M,28,184,66
M,32,184,66
M,36,184,66
M,28,197,96
M,32,197,96
F,31,173,61
F,21,178,71
F,24,165,58
F,28,165,58
M,24,180,77
M,27,174,81
M,30,169,66
F,23,178,85
M,24,195,97
M,28,195,97
F,27,169,60
F,31,169,60
F,35,169,60
F,23,176,70
F,27,176,70
M,16,163,50
M,40,NA,NA
M,24,173,72
M,28,173,72
M,21,NA,113
F,18,163,58
F,24,162,54
M,24,175,NA
M,20,187,76
M,31,187,103
F,20,160,64
F,24,160,64
M,25,160,62
F,14,168,54
M,27,178,83
M,26,192,102
M,30,192,102
F,22,165,60
F,26,165,60
F,30,165,60
F,34,165,60
M,23,185,73
M,30,180,78
M,22,197,91
M,21,175,71
M,26,172,65
M,30,172,65
F,29,177,60
F,33,177,60
F,27,172,74
M,22,176,76
M,32,NA,107
M,23,183,75
M,27,183,75
F,21,172,67
F,25,172,67
M,21,154,53
M,25,154,53
M,21,156,55
F,24,166,63
M,27,180,87
F,28,169,61
M,25,178,68
M,25,183,86
M,29,183,86
M,24,170,72
M,28,170,72
M,25,175,58
M,19,183,90
M,23,183,90
M,27,183,90
M,31,183,90
M,35,183,90
M,26,190,89
M,30,190,89
M,35,190,89
M,22,187,84
F,24,170,61
F,27,173,68
F,18,166,59
M,19,188,70
M,24,188,96.5
F,45,NA,NA
F,50,NA,NA
M,24,175,60
M,28,175,60
M,26,185,85
M,30,185,85
M,34,185,85
M,24,175,61
F,19,184,80
F,23,184,80
F,28,173,68
M,23,190,76
M,28,164,54
M,23,180,66
M,26,178,69
F,26,166,52
F,24,163,48
M,21,182,79
M,23,191,75
M,27,191,75
F,25,158,50
F,29,158,50
F,33,158,50
F,37,158,50
F,23,170,65
M,21,173,65
F,20,167,55
F,24,167,55
M,50,NA,NA
F,21,177,58
F,25,177,58
M,27,177,88
M,31,177,88
M,35,177,88
M,39,177,88
M,17,170,79
M,18,169,63
M,19,181,82
F,17,167,45
M,22,190,NA
M,29,NA,105
F,17,163,69
M,20,172,79
F,23,164,57
M,26,190,80
M,27,175,93
M,31,175,93
M,35,175,93
M,19,170,67
M,19,172,91
M,23,172,91
M,26,175,90
M,30,175,90
F,25,170,56
F,29,170,56
M,20,180,62
M,20,165,63
F,20,155,57
F,24,164,57
M,22,163,60
M,24,180,96
M,28,180,96
M,32,180,96
F,28,158,43
M,17,187,58
M,25,185,81
M,29,185,81
M,33,185,81
M,26,185,80
F,29,165,59
M,24,170,65
M,19,172,74
M,23,172,74
M,27,172,74
F,22,166,60
M,23,162,56
M,20,NA,75
F,20,150,52
M,24,169,64
M,26,169,64
M,24,163,72
M,28,163,72
M,43,167,65
M,21,184,68
M,22,194,81
M,25,180,77
M,23,178,58
M,22,180,85
M,26,180,85
M,19,172,58
M,29,178,75
M,28,172,73
M,NA,167,57
M,26,178,61
M,30,178,61
F,23,171,51
M,28,176,60
M,19,168,62
M,23,168,62
M,27,168,62
F,31,170,58
M,28,187,85
F,25,175,89
F,29,175,89
M,28,185,80
M,28,173,67
M,29,180,70
F,31,185,83.5
M,25,177,74
M,19,180,73
M,28,179,86
M,19,165,74
M,23,165,74
M,20,177,73
M,24,177,73
F,30,178,68
M,21,190,82
M,28,183,81
M,28,172,62
M,27,192,98
